"","region","ct_band","regions","ctb_banddis","frs_banddis","dist_diff"
"1","SW","a","SW",17.5096723652696,11.9392185238784,5.57045384139117
"2","SW","b","SW",23.9833865346473,20.260492040521,3.72289449412635
"3","SW","c","SW",23.0699556674602,24.8914616497829,-1.82150598232267
"4","SW","d","SW",15.9357671093122,18.9580318379161,-3.02226472860389
"5","SW","e","SW",10.7348429135359,13.3140376266281,-2.5791947130922
"6","SW","f","SW",5.43756333827008,6.72937771345875,-1.29181437518867
"7","SW","g","SW",3.0189715470232,3.83502170767004,-0.816050160646843
"8","SW","h","SW",0.309840524481481,0.0723589001447178,0.237481624336763
